JrId	JournalTitle	MedAbbr	ISSN_NLM	EISSN_NLM	IsoAbbr	NlmId
324	Advances in socio-dental research	Adv Sociodent Res	0092-9816		Adv Sociodent Res	410245
325	Advances in tuberculosis research. Fortschritte der Tuberkuloseforschung. Progres de l'exploration de la tuberculose	Adv Tuberc Res	0065-3500		Adv Tuberc Res	347575
326	Advances in veterinary science and comparative medicine	Adv Vet Sci Comp Med	0065-3519		Adv Vet Sci Comp Med	216540
327	Advances in shock research	Adv Shock Res	0195-878X		Adv Shock Res	7908298
328	Advances in virus research	Adv Virus Res	0065-3527	1557-8399	Adv. Virus Res.	370441
329	Aeromedical reviews	Aeromed Rev	0065-3683		Aeromed Rev	373063
330	Aerospace medicine	Aerosp Med	0001-9402		Aerosp Med	7501696
331	Arztliche Forschung	Arztl Forsch	0001-9496		Arztl Forsch	7611907
332	Arztliche Jugendkunde	Arztl Jugendkd	0001-9518		Arztl Jugendkd	370444
333	Asthetische Medizin	Asthet Med (Berl)	0400-6755		Asthet Med (Berl)	253745
335	The AFL-CIO American federationist. AFL-CIO	AFL CIO Am Fed	0149-2489		AFL CIO Am Fed	9877748
336	The African journal of medical sciences	Afr J Med Sci	0002-0028		Afr J Med Sci	7611908
337	Aging & leisure living	Aging Leis Living	0194-455X		Aging Leis Living	7910857
339	Aging	Aging	0002-0966		Aging	50677
341	Aggiornamenti clinicoterapeutici	Aggiorn Clinico Ter	0002-0907		Aggiorn Clinico Ter	376310
342	Agents and actions. Supplements	Agents Actions Suppl	0379-0363		Agents Actions Suppl.	7801014
343	Die Agnes Karll-Schwester, der Krankenpfleger	Agnes Karll Schwest Krankenpfleger	0944-9175		Agnes Karll Schwest Krankenpfleger	321470
344	Agressologie: revue internationale de physio-biologie et de pharmacologie appliquees aux effets de l'agression	Agressologie	0002-1148		Agressologie	121575
345	Aichi Gakuin Daigaku Shigakkai shi	Aichi Gakuin Daigaku Shigakkai Shi	0044-6912		Aichi Gakuin Daigaku Shigakkai Shi	7501066
347	Air and water pollution	Air Water Pollut	0568-3408		Air Water Pollut	101051
348	Aktuelle Gerontologie	Aktuelle Gerontol	0300-5704		Aktuelle Gerontol	421403
349	Aktuelle Oto-Rhino-Laryngologie	Aktuelle Otorhinolaryngol	0065-5570		Aktuelle Otorhinolaryngol	177222
351	Aktuelle Probleme in der Chirurgie	Aktuelle Probl Chir	0065-5589		Aktuelle Probl Chir	267464
352	Aktuelle Probleme in Chirurgie und Orthopadie	Aktuelle Probl Chir Orthop	0378-8504		Aktuelle Probl Chir Orthop	7705398
353	Adolescent psychiatry	Adolesc Psychiatry	0065-2008		Adolesc Psychiatry	1302147
354	Akusherstvo i ginekologiia	Akush Ginekol (Mosk)	0002-3906		Akush Ginekol (Mosk)	370456
355	Akusherstvo i ginekologiia	Akush Ginekol (Sofiia)	0324-0959		Akush Ginekol (Sofiia)	370455
356	The Alabama journal of medical sciences	Ala J Med Sci	0002-4252		Ala J Med Sci	376521
358	The Alabama nurse	Ala Nurse	0002-4317		Ala Nurse	14720150R
359	American College of Physicians observer	Am Coll Physicians Obs	0279-9529		Am Coll Physicians Obs	8102266
360	Bulletin - Alameda County Dental Society	Bull Alameda Cty Dent Soc	0098-3764		Bull Alameda Cty Dent Soc	7503327
361	The American journal of pediatric hematology/oncology	Am J Pediatr Hematol Oncol	0192-8562		Am J Pediatr Hematol Oncol	7908071
362	Alaska medicine	Alaska Med	0002-4538		Alaska Med	370457
364	The Alaska nurse	Alaska Nurse	0002-4546		Alaska Nurse	42336
366	Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie. Albrecht von Graefe's archive for clinical and experimental ophthalmology	Albrecht Von Graefes Arch Klin Exp Ophthalmol	0065-6100		Albrecht Von Graefes Arch Klin Exp Ophthalmol	44637
368	Alexandria dental journal : ADJ	Alex Dent J	1110-015X		Alex Dent J	9426498
369	L' Alimentation et la vie	Aliment Vie	0065-6267		Aliment Vie	64233
371	Allergie und Asthma	Allerg Asthma (Leipz)	0375-8443		Allerg Asthma (Leipz)	313664
373	Allergie- und Asthmaforschung	Allerg Asthmaforsch	0516-7132		Allerg Asthmaforsch	370461
374	Allergie und Immunologie	Allerg Immunol (Leipz)	0323-4398		Allerg Immunol (Leipz)	314702
375	Allied health and behavioral sciences	Allied Health Behav Sci	0190-0331		Allied Health Behav Sci	7806480
376	AHME journal	AHME J	0090-7782		AHME J	362122
378	AIA journal. American Institute of Architects	AIA J	0001-1479		AIA J	9875078
381	Alcohol health and research world	Alcohol Health Res World	0090-838X		Alcohol Health Res World	365245
382	Alabama medicine : journal of the Medical Association of the State of Alabama	Ala Med	0738-4947		Ala Med	8310343
383	The Alma mater	Alma Mater (Baltimore)	0065-6445		Alma Mater (Baltimore)	14730200R
385	Altern und Entwicklung. Aging and development	Altern Entwickl Aging Dev	0084-6252		Altern Entwickl Aging Dev	1307126
386	The Alumnae magazine	Alumnae Mag	0002-6700		Alumnae Mag	7706527
387	Alumnae magazine (Columbia University-Presbyterian Hospital School of Nursing Alumnae Association)	Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc	0069-634X		Alumnae Mag Columbia Univ Presbyt Hosp Sch Nurs Alumnae Assoc	42365
388	Alumni bulletin - School of Dentistry, Indiana University	Alumni Bull Sch Dent Indiana Univ	0073-7119		Alumni Bull Sch Dent Indiana Univ	7604908
389	Alumni bulletin. University of Michigan. School of Dentistry	Alumni Bull Univ Mich Sch Dent	0887-4387		Alumni Bull Univ Mich Sch Dent	21430160R
390	Alumni magazine (Columbia University-Presbyterian Hospital School of Nursing Alumni Association)	Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc	0898-4093		Alumni Mag Columbia Univ Presbyt Hosp Sch Nurs Alumni Assoc	8504267
392	American annals of the deaf	Am Ann Deaf	0002-726X		Am Ann Deaf	414670
393	American archives of rehabilitation therapy	Am Arch Rehabil Ther	0002-7324		Am Arch Rehabil Ther	370464
394	American Association of Industrial Nurses journal	Am Assoc Ind Nurses J	0098-6097		Am Assoc Ind Nurses J	7501070
396	American corrective therapy journal	Am Correct Ther J	0002-8088		Am Correct Ther J	135256
397	American family physician	Am Fam Physician	0002-838X	1532-0650	Am Fam Physician	1272646
399	American pharmacy	Am Pharm	0160-3450		Am Pharm	7801164
400	American rehabilitation	Am Rehabil	0362-4048		Am Rehabil	7610370
401	The American imago; a psychoanalytic journal for the arts and sciences	Am Imago	0065-860X	1085-7931	Am Imago	370466
402	American journal of art therapy	Am J Art Ther	0007-4764		Am J Art Ther	237447
404	American education	Am Educ	0002-8304		Am Educ	7703832
405	Annual meeting - American Institute of Oral Biology	Annu Meet Am Inst Oral Biol	0098-6119		Annu Meet Am Inst Oral Biol	7501078
409	The American journal of Chinese medicine	Am J Chin Med (Gard City N Y)	0090-2942		Am J Chin Med (Gard City N Y)	354717
419	American journal of diseases of children (1960)	Am J Dis Child	0002-922X	2374-3018	Am. J. Dis. Child.	370471
424	American journal of health planning	Am J Health Plann	0363-7719		Am J Health Plann	7701759
427	American journal of hospital pharmacy	Am J Hosp Pharm	0002-9289		Am J Hosp Pharm	370474
432	The American journal of medical electronics	Am J Med Electron	0096-5286		Am J Med Electron	61651
435	The American journal of medical technology	Am J Med Technol	0002-9335		Am J Med Technol	370505
436	American journal of mental deficiency	Am J Ment Defic	0002-9351		Am J Ment Defic	372647
442	American journal of optometry and archives of American Academy of Optometry	Am J Optom Arch Am Acad Optom	0002-9408	2330-9474	Am J Optom Arch Am Acad Optom	420462
443	American journal of optometry and physiological optics	Am J Optom Physiol Opt	0093-7002	2330-9512	Am J Optom Physiol Opt	417614
445	The American journal of orthopedic surgery	Am J Orthop Surg	0065-9002		Am J Orthop Surg	7611912
447	The American journal of otology	Am J Otol	0192-9763		Am J Otol	7909513
450	American journal of pharmacy and the sciences supporting public health	Am J Pharm Sci Support Public Health	0002-9467		Am J Pharm Sci Support Public Health	416354
452	American journal of physical medicine	Am J Phys Med	0002-9491		Am J Phys Med	370503
453	The American journal of physiology	Am J Physiol	0002-9513		Am. J. Physiol.	370511
454	American journal of practical nursing	Am J Pract Nurs	0569-6054		Am J Pract Nurs	1470
455	American journal of proctology	Am J Proctol	0002-9521		Am J Proctol	370472
456	American journal of proctology, gastroenterology & colon & rectal surgery	Am J Proctol Gastroenterol Colon Rectal Surg	0162-6566		Am J Proctol Gastroenterol Colon Rectal Surg	7910860
460	American journal of psychotherapy	Am J Psychother	0002-9564		Am J Psychother	110672
465	The American journal of roentgenology, radium therapy, and nuclear medicine	Am J Roentgenol Radium Ther Nucl Med	0002-9580		Am J Roentgenol Radium Ther Nucl Med	7605534
466	The American journal of EEG technology	Am J EEG Technol	0002-9238		Am J EEG Technol	370504
468	American medical news	Am Med News	0001-1843		Am Med News	226412
472	American laundry digest	Am Laund Dig	0002-9718		Am Laund Dig	9877761
475	The American nurse	Am Nurse	0098-1486		Am Nurse	7506499
476	American Lung Association bulletin	Am Lung Assoc Bull	0092-5659		Am Lung Assoc Bull	404016
482	The American surgeon	Am Surg	0003-1348	1555-9823	Am Surg	370522
487	Anales de cirugia	An Cir (Rosario)	0066-1465		An Cir (Rosario)	376524
488	Anais da Escola Nacional de Saude Publica e de Medicina Tropical	An Esc Nacl Saude Publica Med Trop (Lisb)	0075-9767		An Esc Nacl Saude Publica Med Trop (Lisb)	7500780
489	Analytical and quantitative cytology	Anal Quant Cytol	0190-0471		Anal Quant Cytol	7911206
490	Anales espanoles de odontoestomatologia	An Esp Odontoestomatol	0003-2557		An Esp Odontoestomatol	370533
491	Anales espanoles de pediatria	An Esp Pediatr	0302-4342	1577-2799	An. Esp. Pediatr.	420463
493	Anales de la Facultad de Medicina, Universidad de la Republica, Montevideo, Uruguay	An Fac Med Univ Repub Montev Urug	0365-2297		An Fac Med Univ Repub Montev Urug	7506831
494	Anales de la Facultad de Odontologia	An Fac Odontol	0797-034X		An Fac Odontol	7506832
495	Anais da Faculdade de Odontologia da Universidade Federal de Pernambuco	An Fac Odontol Univ Fed Pernambuco	0083-3908		An Fac Odontol Univ Fed Pernambuco	7502729
496	Anasthesie, Intensivtherapie, Notfallmedizin	Anasth Intensivther Notfallmed	0174-1837		Anasth Intensivther Notfallmed	8005775
498	Anais do Instituto de Higiene e Medicina Tropical	An Inst Hig Med Trop (Lisb)	0303-7762		An Inst Hig Med Trop (Lisb)	7500781
500	Anais do Instituto de Medicina Tropical	An Inst Med Trop (Lisb)	0365-3307		An Inst Med Trop (Lisb)	7502512
501	Anales de medicina: Cirugia	An Med Cir	0517-6816		An Med Cir	377477
502	Anales de medicina: Especialidades	An Med Espec	0517-6832		An Med Espec	400163
503	Anales de medicina: Medicina	An Med Med	0517-6824		An Med Med	377500
504	Anais de microbiologia	An Microbiol (Rio J)	0485-1854		An Microbiol (Rio J)	413653
505	Anales otorrinolaringologicos ibero-americanos	An Otorrinolaringol Ibero Am	0303-8874		An Otorrinolaringol Ibero Am	7605535
506	Anais paulistas de medicina e cirurgia	An Paul Med Cir	0003-245X		An Paul Med Cir	373070
507	Anales del Programa Academico de Medicina / Universidad Nacional Mayor de San Marcos de Lima	An Programa Acad Med (Lima)	0300-9025		An Programa Acad Med (Lima)	264671
508	Anales de la Real Academia de Farmacia	An Real Acad Farm	0034-0618	1697-4298	An Real Acad Farm	14490140R
509	Anales de la Real Academia Nacional de Medicina	An R Acad Nac Med (Madr)	0034-0634		An R Acad Nac Med (Madr)	7505188
510	ANA clinical sessions	ANA Clin Sess	0065-9495		ANA Clin Sess	7511412
512	ANA clinical conferences	ANA Clin Conf	0093-0423		ANA Clin Conf	7509335
513	Anaesthesia and intensive care	Anaesth Intensive Care	0310-057X	1448-0271	Anaesth Intensive Care	342017
514	Anaesthesia, resuscitation, and intensive therapy	Anaesth Resusc Intensive Ther	0301-0864		Anaesth Resusc Intensive Ther	371112
516	Anasthesiologische und intensivmedizinische Praxis	Anasthesiol Intensivmed Prax	0303-6200		Anasthesiol Intensivmed Prax	436571
522	Anatomischer Anzeiger	Anat Anz	0003-2786		Anat Anz	370541
526	The Anatomical record. Supplement : an offical publication of the American Association of Anatomists	Anat Rec Suppl	0749-3002		Anat Rec Suppl	8402176
529	ANEC	ANEC	0044-930X		ANEC	1304656
531	Anesthesie, analgesie, reanimation	Anesth Analg (Paris)	0003-3014		Anesth Analg (Paris)	404017
534	Anesteziologiia i reanimatologiia	Anesteziol Reanimatol	0201-7563		Anesteziol Reanimatol	7705399
535	Angeiologie	Angeiologie	0003-3049		Angeiologie	60612
538	Angewandte Parasitologie	Angew Parasitol	0003-3162		Angew Parasitol	370544
540	Angiologica	Angiologica	0003-3189		Angiologica	427125
543	Anglo-German medical review. Deutsch-englische medizinische Rundschau	Anglo Ger Med Rev	0003-3332		Anglo Ger Med Rev	7611915
546	Animal blood groups and biochemical genetics. Supplement	Anim Blood Groups Biochem Genet Suppl	0300-5518		Anim Blood Groups Biochem Genet Suppl	356270
548	Annales Academiae Medicae Stetinensis	Ann Acad Med Stetin	1427-440X		Ann Acad Med Stetin	7506854
549	Suomalainen Tiedeakatemia toimituksia. Sar. A.4: Biologica	Ann Acad Sci Fenn Biol	0066-1988		Ann Acad Sci Fenn Biol	413756
550	Annales Academiae Medicae Stetinensis. Suplement	Ann Acad Med Stetin Supl	1427-4930		Ann Acad Med Stetin Supl	7506853
551	Annales Academiae Scientiarum Fennicae. Ser. A.5, Medica	Ann Acad Sci Fenn A	0066-1996		Ann Acad Sci Fenn A	7604095
552	Annals of allergy	Ann Allergy	0003-4738		Ann Allergy	372346
553	Annales d'anatomie pathologique	Ann Anat Pathol (Paris)	0003-3871		Ann Anat Pathol (Paris)	370553
554	Annales de l'anesthesiologie francaise	Ann Anesthesiol Fr	0003-4061		Ann Anesthesiol Fr	372332
556	Annals of the Australian College of Dental Surgeons	Ann Aust Coll Dent Surg	0004-8895		Ann Aust Coll Dent Surg	7513553
559	Annales de biologie clinique	Ann Biol Clin (Paris)	0003-3898	1950-6112	Ann. Biol. Clin. (Paris)	2984690R
564	Annales chirurgiae et gynaecologiae Fenniae	Ann Chir Gynaecol Fenn	0003-3855		Ann Chir Gynaecol Fenn	7609198
565	Annales de chirurgie infantile	Ann Chir Infant	0003-3952		Ann Chir Infant	376315
566	Annales chirurgiae et gynaecologiae	Ann Chir Gynaecol	0355-9521		Ann Chir Gynaecol	7609767
567	Annales chirurgiae et gynaecologiae. Supplementum	Ann Chir Gynaecol Suppl	0355-9874		Ann Chir Gynaecol Suppl	7702959
568	Annales chirurgiae et gynaecologiae Fenniae. Supplementum	Ann Chir Gynaecol Fenn Suppl	0066-2038		Ann Chir Gynaecol Fenn Suppl	7702958
569	Annales de chirurgie plastique	Ann Chir Plast	0003-3960		Ann Chir Plast	2983317R
571	Annales de chirurgie thoracique et cardio-vasculaire	Ann Chir Thorac Cardiovasc	0066-2054		Ann Chir Thorac Cardiovasc	140655
574	Annals of clinical and laboratory science	Ann Clin Lab Sci	0091-7370	1550-8080	Ann. Clin. Lab. Sci.	410247
575	Annals of clinical research	Ann Clin Res	0003-4762		Ann. Clin. Res.	220042
576	Annals of the Academy of Medicine, Singapore	Ann Acad Med Singapore	0304-4602		Ann. Acad. Med. Singap.	7503289
577	Annals of dentistry	Ann Dent	0003-4770		Ann Dent	372350
578	Annales de dermatologie et de syphiligraphie	Ann Dermatol Syphiligr (Paris)	0003-3979		Ann Dermatol Syphiligr (Paris)	370561
581	Annales de gastroenterologie et d'hepatologie	Ann Gastroenterol Hepatol (Paris)	0066-2070		Ann Gastroenterol Hepatol (Paris)	263111
583	Annales d'histochimie	Ann Histochim	0003-4355		Ann Histochim	370554
587	Annales d'immunologie	Ann Immunol (Paris)	0300-4910		Ann. Immunol. (Paris)	353045
588	Annales immunologiae Hungaricae	Ann Immunol Hung	0570-1708		Ann Immunol Hung	373074
589	Annales de l'Institut Pasteur	Ann Inst Pasteur (Paris)	0020-2444		Ann Inst Pasteur (Paris)	7512320
591	Annales de l'Institut Pasteur de Lille	Ann Inst Pasteur Lille	0073-8573		Ann Inst Pasteur Lille	7502518
592	Anticancer research	Anticancer Res	0250-7005	1791-7530	Anticancer Res.	8102988
594	Acta de odontologia pediatrica	Acta Odontol Pediatr	0252-1032		Acta Odontol Pediatr	8112880
597	"Annali dell'Istituto ""Carlo Forlanini"""	Ann Ist Carlo Forlanini	0021-2431		Ann Ist Carlo Forlanini	7502519
599	Annali italiani di chirurgia	Ann Ital Chir	0003-469X	2239-253X	Ann Ital Chir	372343
600	Annali di laringologia, otologia, rinologia, faringologia	Ann Laringol Otol Rinol Faringol	0066-2267		Ann Laringol Otol Rinol Faringol	400641
601	Annales medicinae experimentalis et biologiae Fenniae	Ann Med Exp Biol Fenn	0003-4479		Ann Med Exp Biol Fenn	420465
602	Annales medicinae internae Fenniae	Ann Med Intern Fenn	0365-4362		Ann Med Intern Fenn	221122
603	Annales de medecine interne	Ann Med Interne (Paris)	0003-410X		Ann Med Interne (Paris)	171744
605	Annales medicales de Nancy	Ann Med Nancy	0003-4460		Ann Med Nancy	372333
606	Annali di medicina navale	Ann Med Nav (Roma)	0392-9418		Ann Med Nav (Roma)	373072
608	Annales de microbiologie	Ann Microbiol (Paris)	0300-5410		Ann. Microbiol. (Paris)	354704
610	Annales de la nutrition et de l'alimentation	Ann Nutr Aliment	0003-4037		Ann Nutr Aliment	372653
613	Annales d'oculistique	Ann Ocul (Paris)	0003-4371		Ann Ocul (Paris)	370555
614	Annales odonto-stomatologiques	Ann Odontostomatol (Lyon)	0066-2194		Ann Odontostomatol (Lyon)	401032
615	Annals of ophthalmology	Ann Ophthalmol	0003-4886		Ann Ophthalmol	210137
616	Annali dell'Ospedale Maria Vittoria di Torino	Ann Osp Maria Vittoria Torino	0390-5454		Ann Osp Maria Vittoria Torino	7511607
617	Annali di ostetricia, ginecologia, medicina perinatale	Ann Ostet Ginecol Med Perinat	0300-0087		Ann Ostet Ginecol Med Perinat	347360
619	The Annals of otology, rhinology & laryngology. Supplement	Ann Otol Rhinol Laryngol Suppl	0096-8056		Ann Otol Rhinol Laryngol Suppl	1256156
621	Annali di ottalmologia e clinica oculistica	Ann Ottalmol Clin Ocul	0003-4665		Ann Ottalmol Clin Ocul	9309994
623	Annales paediatrici. International review of pediatrics	Ann Paediatr	0365-4966		Ann Paediatr	2984695R
624	Annales paediatriae Fenniae	Ann Paediatr Fenn	0570-1732		Ann Paediatr Fenn	221123
625	Annales de parasitologie humaine et comparee	Ann Parasitol Hum Comp	0003-4150		Ann Parasitol Hum Comp	376525
626	Annales de pediatrie	Ann Pediatr (Paris)	0066-2097		Ann Pediatr (Paris)	2984696R
629	Annals of physical medicine	Ann Phys Med	0365-5547		Ann Phys Med	256644
631	Annales de radiologie	Ann Radiol (Paris)	0003-4185		Ann Radiol (Paris)	372331
632	Annual Conference on Research in Medical Education. Conference on Research in Medical Education	Annu Conf Res Med Educ	0190-7255		Annu Conf Res Med Educ	7801910
633	Annali di radiologia diagnostica	Ann Radiol Diagn (Bologna)	0003-4673		Ann Radiol Diagn (Bologna)	372654
634	Proceedings of the ... annual Conference on Research in Medical Education. Conference on Research in Medical Education	Proc Annu Conf Res Med Educ	0892-2543		Proc Annu Conf Res Med Educ	8402509
636	Annales de recherches veterinaires. Annals of veterinary research	Ann Rech Vet	0003-4193		Ann. Rech. Vet.	1267230
637	Archives d'anatomie et de cytologie pathologiques	Arch Anat Cytol Pathol	0395-501X		Arch. Anat. Cytol. Pathol.	7609770
